student_id,payment_amount,refund_requested,discount_used
S310,200,0,1
S311,0,0,0
S312,100,0,1
S313,0,0,0
S314,100,0,0
S315,100,0,0
S316,100,0,1
S317,300,0,0
S318,0,0,0
S319,300,0,0
S320,200,1,0
S321,300,0,0
S322,100,0,0
S323,200,0,0
S324,0,0,0
S325,100,0,1
S326,300,0,0
S327,0,0,0
S328,300,0,0
S329,0,0,0
S330,300,0,0
S331,300,0,0
S332,200,0,0
S333,0,0,0
S334,100,0,0
S335,100,0,0
S336,200,0,0
S337,0,0,0
S338,200,0,0
S339,300,0,0
S340,200,0,1
S341,0,0,0
S342,100,0,0
S343,0,0,0
S344,0,0,0
S345,0,0,0
S346,0,0,0
S347,300,0,0
S348,0,0,0
S349,0,0,0
S350,300,0,0
S351,0,0,0
S352,200,0,1
S353,100,0,0
S354,0,0,0
S355,0,0,0
S356,300,0,1
S357,100,0,1
S358,100,0,0
S359,100,0,0
S360,0,0,0
S361,300,0,0
S362,300,0,0
S363,300,0,0
S364,200,0,1
S365,200,0,0
S366,300,0,0
S367,200,0,0
S368,200,0,0
S369,100,0,0
S370,100,0,0
S371,100,0,0
S372,0,0,0
S373,200,0,1
S374,100,0,0
S375,300,0,1
S376,200,0,0
S377,300,0,1
S378,300,0,0
S379,0,0,0
S380,100,0,1
S381,0,0,0
S382,100,0,0
S383,200,0,0
S384,300,0,0
S385,0,0,0
S386,100,0,0
S387,0,0,0
S388,100,0,0
S389,0,0,0
S390,0,0,0
S391,0,0,0
S392,100,0,1
S393,100,0,0
S394,300,0,1
S395,100,0,0
S396,0,0,0
S397,200,1,0
S398,0,0,0
S399,300,0,1
S400,100,0,0
S401,100,0,0
S402,300,0,0
S403,100,0,0
S404,0,0,0
S405,0,0,0
S406,200,0,0
S407,200,0,1
S408,0,0,0
S409,300,0,0
S410,100,0,0
S411,300,0,0
S412,0,0,0
S413,200,0,1
S414,0,0,0
S415,100,1,0
S416,100,0,1
S417,300,0,0
S418,200,0,0
S419,100,0,0
S420,300,0,0
S421,300,0,1
S422,300,0,1
S423,300,0,0
S424,300,0,1
S425,100,0,0
S426,100,0,0
S427,300,0,1
S428,200,0,0
S429,200,0,0
S430,100,1,0
S431,100,1,0
S432,0,0,0
S433,0,0,0
S434,300,0,0
S435,100,0,0
S436,300,0,0
S437,200,0,1
S438,200,0,1
S439,300,0,0
S440,100,0,1
S441,100,0,0
S442,300,0,1
S443,300,0,0
S444,300,0,0
S445,0,0,0
S446,100,0,0
S447,100,0,0
S448,300,0,1
S449,300,1,1
S450,0,0,0
S451,300,0,1
S452,300,0,0
S453,300,0,1
S454,200,0,0
S455,100,0,1
S456,200,0,0
S457,200,0,0
S458,0,0,0
S459,300,0,0
S460,0,0,0
S461,0,0,0
S462,100,0,0
S463,100,0,0
S464,300,0,0
S465,100,0,0
S466,300,0,0
S467,300,0,0
S468,100,0,1
S469,100,0,1
S470,300,0,0
S471,300,0,0
S472,200,0,0
S473,200,0,0
S474,300,0,0
S475,100,0,0
S476,200,0,0
S477,100,0,1
S478,200,0,0
S479,300,0,0
S480,100,0,0
S481,100,0,0
S482,200,0,0
S483,200,1,0
S484,0,0,0
S485,200,0,1
S486,300,1,0
S487,100,0,1
S488,300,0,0
S489,300,0,0
S490,300,1,0
S491,0,0,0
S492,0,0,0
S493,300,0,1
S494,100,1,1
S495,0,0,0
S496,0,0,0
S497,100,0,1
S498,200,0,1
S499,200,0,0
S500,200,0,0
S501,300,0,1
S502,200,0,0
S503,0,0,0
S504,200,0,1
S505,0,0,0
S506,200,0,1
S507,100,0,0
S508,200,0,0
S509,0,0,0
S510,300,0,0
S511,300,0,1
S512,0,0,0
S513,0,0,0
S514,300,0,0
S515,200,1,0
S516,200,0,0
S517,100,0,1
S518,200,0,0
S519,100,0,1
S520,300,0,0
S521,300,0,0
S522,300,0,1
S523,300,0,0
S524,0,0,0
S525,300,0,1
S526,200,0,0
S527,0,0,0
S528,0,0,0
S529,100,0,1
S530,100,0,1
S531,300,0,0
S532,200,0,0
S533,200,0,0
S534,100,0,0
S535,300,0,0
S536,200,0,0
S537,300,0,1
S538,300,0,1
S539,300,0,0
S540,100,0,0
S541,300,0,0
S542,100,0,0
S543,200,0,0
S544,0,0,0
S545,0,0,0
S546,300,0,0
S547,100,0,0
S548,200,0,1
S549,300,0,0
S550,0,0,0
S551,0,0,0
S552,0,0,0
S553,100,0,0
S554,300,0,0
S555,100,0,1
S556,200,0,1
S557,200,0,1
S558,200,0,0
S559,300,0,0
S560,100,0,0
S561,0,0,0
S562,200,0,0
S563,100,0,0
S564,200,0,0
S565,0,0,0
S566,300,1,0
S567,100,0,1
S568,0,0,0
S569,0,0,0
S570,100,0,1
S571,200,0,0
S572,300,0,1
S573,200,1,0
S574,100,0,0
S575,200,0,0
S576,200,0,0
S577,100,0,0
S578,100,0,0
S579,100,0,0
S580,100,0,0
S581,300,0,0
S582,0,0,0
S583,300,0,0
S584,200,0,0
S585,200,0,1
S586,100,0,0
S587,100,0,0
S588,0,0,0
S589,0,0,0
S590,0,0,0
S591,100,0,0
S592,300,0,0
S593,200,0,0
S594,0,0,0
S595,300,0,0
S596,0,0,0
S597,0,0,0
S598,200,1,1
S599,300,0,1
S600,300,0,1
S601,0,0,0
S602,300,0,0
S603,0,0,0
S604,300,0,0
S605,200,0,0
S606,0,0,0
S607,200,0,0
S608,300,0,0
S609,300,1,0
S610,200,0,0
S611,300,0,1
S612,100,0,0
S613,200,0,0
S614,200,0,1
S615,300,0,0
S616,100,0,1
S617,300,0,1
S618,300,0,0
S619,200,0,0
S620,200,0,0
S621,100,0,1
S622,0,0,0
S623,200,0,0
S624,300,0,1
S625,100,0,1
S626,100,0,0
S627,300,0,0
S628,100,0,1
S629,100,0,0
S630,300,0,0
S631,300,0,1
S632,100,0,1
S633,300,0,1
S634,200,0,0
S635,0,0,0
S636,200,1,0
S637,200,0,0
S638,100,0,0
S639,100,0,0
S640,200,0,1
S641,100,0,0
S642,0,0,0
S643,300,0,0
S644,300,0,0
S645,100,0,1
S646,300,0,1
S647,0,0,0
S648,300,0,1
S649,200,0,0
S650,300,0,1
S651,200,0,0
S652,100,0,1
S653,0,0,0
S654,200,0,0
S655,300,1,1
S656,200,0,1
S657,0,0,0
S658,100,0,0
S659,200,0,1
S660,200,0,1
S661,100,0,0
S662,200,0,0
S663,200,0,0
S664,0,0,0
S665,100,0,0
S666,0,0,0
S667,100,0,0
S668,100,1,0
S669,300,0,0
S670,200,0,1
S671,200,0,1
S672,200,0,0
S673,200,0,1
S674,0,0,0
S675,200,0,0
S676,300,0,1
S677,300,0,0
S678,0,0,0
S679,300,0,1
S680,0,0,0
S681,300,0,0
S682,0,0,0
S683,100,0,0
S684,200,0,0
S685,200,0,1
S686,100,0,0
S687,100,0,0
S688,0,0,0
S689,100,0,0
S690,200,0,0
S691,0,0,0
S692,300,0,0
S693,100,0,0
S694,0,0,0
S695,300,0,0
S696,100,0,0
S697,0,0,0
S698,300,0,0
S699,0,0,0
S700,200,0,0
S701,100,0,0
S702,100,0,1
S703,300,0,0
S704,100,0,1
S705,0,0,0
S706,0,0,0
S707,0,0,0
S708,300,0,1
S709,100,0,1
S710,100,0,0
S711,100,0,0
S712,300,1,0
S713,100,0,1
S714,100,0,1
S715,0,0,0
S716,300,0,0
S717,300,0,1
S718,100,0,1
S719,100,0,0
S720,300,0,1
S721,300,0,0
S722,300,0,0
S723,100,0,1
S724,300,0,0
S725,200,0,1
S726,300,0,0
S727,0,0,0
S728,200,0,0
S729,100,1,0
S730,200,0,0
S731,300,0,0
S732,100,0,0
S733,200,0,1
S734,200,0,0
S735,300,0,0
S736,300,1,0
S737,200,0,1
S738,300,0,1
S739,200,0,1
S740,200,0,1
S741,200,0,1
S742,0,0,0
S743,200,0,0
S744,100,0,1
S745,200,0,0
S746,300,0,0
S747,0,0,0
S748,0,0,0
S749,300,0,1
S750,300,0,0
S751,200,0,0
S752,200,0,0
S753,200,0,1
S754,300,0,1
S755,300,0,0
S756,0,0,0
S757,0,0,0
S758,200,0,1
S759,300,0,0
S760,0,0,0
S761,0,0,0
S762,0,0,0
S763,0,0,0
S764,100,0,0
S765,300,0,1
S766,200,0,0
S767,100,0,0
S768,100,0,0
S769,100,0,1
S770,300,0,1
S771,300,0,0
S772,0,0,0
S773,100,0,0
S774,0,0,0
S775,0,0,0
S776,200,0,0
S777,100,0,0
S778,200,0,0
S779,300,0,0
S780,300,0,0
S781,300,0,0
S782,100,0,0
S783,0,0,0
S784,100,0,0
S785,300,0,0
S786,100,0,0
S787,100,0,1
S788,100,0,0
S789,100,0,0
S790,200,0,1
S791,100,0,0
S792,200,0,1
S793,200,0,0
S794,100,0,1
S795,200,0,0
S796,200,0,1
S797,100,0,0
S798,300,0,0
S799,300,0,0
S800,300,0,1
S801,100,0,0
S802,200,0,0
S803,100,0,0
S804,0,0,0
S805,200,0,0
S806,300,0,0
S807,200,0,1
S808,300,0,0
S809,300,0,1
S810,300,0,1
S811,100,0,0
S812,0,0,0
S813,200,0,1
S814,100,0,0
S815,0,0,0
S816,0,0,0
S817,100,0,0
S818,200,0,0
S819,0,0,0
S820,100,0,0
S821,200,0,0
S822,200,0,0
S823,100,0,1
S824,300,0,0
S825,300,0,0
S826,0,0,0
S827,100,0,1
S828,200,0,0
S829,100,0,0
S830,0,0,0
S831,0,0,0
S832,0,0,0
S833,200,0,0
S834,200,1,0
S835,0,0,0
S836,0,0,0
S837,100,0,0
S838,0,0,0
S839,300,0,0
S840,100,0,0
S841,100,1,0
S842,100,0,0
S843,200,0,0
S844,200,0,0
S845,300,0,0
S846,300,0,1
S847,0,0,0
S848,0,0,0
S849,100,0,0
S850,200,0,0
S851,200,0,1
S852,0,0,0
S853,0,0,0
S854,100,0,0
S855,0,0,0
S856,0,0,0
S857,0,0,0
S858,100,0,0
S859,300,0,0
S860,0,0,0
S861,100,0,1
S862,300,0,0
S863,200,0,0
S864,200,0,0
S865,300,0,0
S866,0,0,0
S867,100,0,1
S868,200,0,0
S869,0,0,0
S870,200,0,0
S871,300,0,0
S872,0,0,0
S873,100,0,0
S874,200,0,0
S875,300,0,0
S876,100,0,0
S877,200,0,0
S878,100,0,0
S879,300,0,0
S880,0,0,0
S881,100,0,1
S882,300,0,1
S883,300,0,1
S884,300,0,0
S885,100,0,0
S886,300,0,0
S887,200,0,0
S888,200,0,0
S889,300,0,0
S890,300,0,1
S891,200,0,0
S892,300,0,1
S893,300,0,0
S894,0,0,0
S895,0,0,0
S896,0,0,0
S897,0,0,0
S898,300,0,0
S899,200,0,0
S900,200,0,1
S901,0,0,0
S902,200,0,1
S903,300,0,0
S904,100,0,1
S905,0,0,0
S906,100,1,0
S907,0,0,0
S908,100,0,1
S909,200,0,1
S910,0,0,0
S911,100,0,0
S912,300,0,1
S913,200,0,0
S914,200,0,0
S915,100,0,1
S916,200,0,1
S917,0,0,0
S918,0,0,0
S919,300,0,0
S920,0,0,0
S921,200,0,0
S922,200,0,1
S923,100,0,0
S924,200,0,1
S925,300,0,0
S926,0,0,0
S927,100,0,0
S928,100,0,0
S929,100,0,0
S930,100,0,1
S931,0,0,0
S932,0,0,0
S933,200,0,1
S934,0,0,0
S935,300,0,0
S936,300,0,0
S937,200,0,1
S938,0,0,0
S939,0,0,0
S940,100,0,0
S941,0,0,0
S942,200,0,0
S943,300,0,0
S944,300,0,0
S945,0,0,0
S946,100,0,0
S947,200,0,0
S948,0,0,0
S949,300,0,0
S950,300,0,0
S951,300,0,0
S952,300,0,1
S953,200,0,1
S954,300,0,1
S955,100,0,0
S956,200,0,0
S957,100,0,0
S958,300,0,0
S959,200,0,0
S960,200,0,1
S961,0,0,0
S962,0,0,0
S963,300,0,0
S964,0,0,0
S965,300,0,0
S966,100,0,1
S967,100,0,0
S968,100,0,1
S969,200,0,0
S970,0,0,0
S971,100,0,0
S972,200,0,0
S973,100,0,0
S974,200,0,1
S975,200,0,1
S976,0,0,0
S977,100,0,0
S978,100,0,0
S979,300,0,1
S980,200,0,1
S981,0,0,0
S982,200,0,0
S983,300,1,0
S984,200,0,0
S985,200,0,0
S986,0,0,0
S987,0,0,0
S988,0,0,0
S989,200,0,0
S990,0,0,0
S991,200,1,0
S992,300,0,0
S993,0,0,0
S994,200,0,0
S995,300,0,1
S996,0,0,0
S997,200,0,1
S998,300,0,0
S999,200,1,0
S1000,100,0,1
S1001,200,0,0
S1002,0,0,0
S1003,200,0,0
S1004,300,0,1
S1005,0,0,0
S1006,200,0,0
S1007,100,0,0
S1008,0,0,0
S1009,100,0,0
S1010,0,0,0
S1011,100,0,0
S1012,200,0,0
S1013,0,0,0
S1014,0,0,0
S1015,200,0,1
S1016,0,0,0
S1017,0,0,0
S1018,200,0,1
S1019,100,0,1
S1020,300,0,0
S1021,300,0,1
S1022,0,0,0
S1023,0,0,0
S1024,0,0,0
S1025,300,0,0
S1026,0,0,0
S1027,200,0,0
S1028,0,0,0
S1029,100,0,0
S1030,0,0,0
S1031,100,0,1
S1032,100,0,1
S1033,0,0,0
S1034,200,0,0
S1035,0,0,0
S1036,300,0,1
S1037,0,0,0
S1038,300,0,0
S1039,0,0,0
S1040,300,1,0
S1041,300,0,0
S1042,300,0,0
S1043,100,1,1
S1044,100,0,0
S1045,300,0,0
S1046,0,0,0
S1047,300,0,0
S1048,200,1,0
S1049,300,0,0
S1050,100,0,0
S1051,300,0,0
S1052,200,0,0
S1053,100,0,0
S1054,100,0,0
S1055,200,0,0
S1056,200,1,1
S1057,200,0,1
S1058,100,0,1
S1059,0,0,0
S1060,300,0,0
S1061,300,0,0
S1062,100,0,1
S1063,200,0,1
S1064,0,0,0
S1065,200,0,1
S1066,0,0,0
S1067,100,0,0
S1068,0,0,0
S1069,0,0,0
S1070,0,0,0
S1071,0,0,0
S1072,100,0,0
S1073,0,0,0
S1074,300,0,0
S1075,100,0,0
S1076,200,0,0
S1077,100,0,1
S1078,100,0,0
S1079,0,0,0
S1080,0,0,0
S1081,0,0,0
S1082,300,0,0
S1083,0,0,0
S1084,100,0,1
S1085,100,0,0
S1086,100,0,1
S1087,100,0,0
S1088,0,0,0
S1089,200,0,0
S1090,0,0,0
S1091,100,0,0
S1092,300,0,1
S1093,100,0,0
S1094,200,0,1
S1095,200,0,1
S1096,200,0,1
S1097,0,0,0
S1098,200,0,0
S1099,0,0,0
S1100,200,0,0
S1101,0,0,0
S1102,300,0,0
S1103,100,0,1
S1104,100,0,0
S1105,300,0,0
S1106,0,0,0
S1107,100,0,0
S1108,100,0,1
S1109,0,0,0
S1110,300,0,0
S1111,0,0,0
S1112,100,0,0
S1113,100,0,0
S1114,200,0,0
S1115,200,0,0
S1116,300,0,1
S1117,300,0,1
S1118,100,0,0
S1119,0,0,0
S1120,200,0,0
S1121,300,0,0
S1122,200,0,1
S1123,100,0,0
S1124,300,0,1
S1125,200,0,0
S1126,200,0,0
S1127,100,0,0
S1128,100,0,0
S1129,200,0,1
S1130,300,0,0
S1131,100,0,0
S1132,200,0,0
S1133,100,0,0
S1134,0,0,0
S1135,300,0,1
S1136,100,0,0
S1137,300,0,1
S1138,100,0,0
S1139,300,0,0
S1140,100,0,0
S1141,100,0,0
S1142,0,0,0
S1143,200,0,1
S1144,200,0,0
S1145,300,0,0
S1146,300,0,0
S1147,300,0,0
S1148,200,0,0
S1149,200,0,0
S1150,300,0,0
S1151,0,0,0
S1152,300,0,0
S1153,100,0,1
S1154,300,0,0
S1155,100,0,1
S1156,0,0,0
S1157,100,0,0
S1158,300,0,0
S1159,300,0,0
S1160,0,0,0
S1161,100,0,0
S1162,100,0,0
S1163,200,1,0
S1164,200,0,0
S1165,300,0,0
S1166,300,0,1
S1167,100,0,1
S1168,300,0,0
S1169,100,0,0
S1170,0,0,0
S1171,0,0,0
S1172,200,0,1
S1173,200,0,0
S1174,200,0,0
S1175,200,0,0
S1176,100,0,0
S1177,0,0,0
S1178,100,0,1
S1179,300,0,0
S1180,100,0,0
S1181,300,1,0
S1182,0,0,0
S1183,200,0,0
S1184,0,0,0
S1185,200,0,0
S1186,300,0,0
S1187,200,0,0
S1188,200,0,1
S1189,0,0,0
S1190,100,0,0
S1191,100,0,0
S1192,300,0,0
S1193,200,0,0
S1194,0,0,0
S1195,100,0,1
S1196,0,0,0
S1197,0,0,0
S1198,200,0,0
S1199,200,0,0
S1200,0,0,0
S1201,0,0,0
S1202,0,0,0
S1203,0,0,0
S1204,200,0,0
S1205,0,0,0
S1206,200,0,0
S1207,0,0,0
S1208,0,0,0
S1209,100,0,0
S1210,300,1,0
S1211,100,0,1
S1212,100,0,1
S1213,200,0,0
S1214,100,0,0
S1215,200,0,0
S1216,300,1,1
S1217,300,0,1
S1218,100,0,0
S1219,100,1,0
S1220,100,0,0
S1221,300,0,0
S1222,0,0,0
S1223,300,0,1
S1224,100,0,0
S1225,200,0,1
S1226,300,0,0
S1227,100,0,0
S1228,100,0,0
S1229,0,0,0
S1230,100,0,1
S1231,0,0,0
S1232,200,0,1
S1233,0,0,0
S1234,200,0,0
S1235,300,0,1
S1236,300,1,0
S1237,200,0,0
S1238,300,0,0
S1239,0,0,0
S1240,200,0,0
S1241,300,0,0
S1242,300,0,0
S1243,300,0,1
S1244,300,0,1
S1245,100,0,0
S1246,0,0,0
S1247,200,0,0
S1248,0,0,0
S1249,300,0,0
S1250,300,0,0
S1251,200,0,0
S1252,200,0,0
S1253,0,0,0
S1254,100,1,0
S1255,200,0,0
S1256,200,1,0
S1257,300,0,0
S1258,100,0,1
S1259,200,0,0
S1260,100,0,1
S1261,300,0,0
S1262,0,0,0
S1263,100,0,1
S1264,100,0,0
S1265,100,0,1
S1266,200,0,1
S1267,0,0,0
S1268,0,0,0
S1269,0,0,0
S1270,300,0,0
S1271,0,0,0
S1272,0,0,0
S1273,200,1,1
S1274,200,0,1
S1275,200,0,0
S1276,0,0,0
S1277,300,1,0
S1278,100,0,1
S1279,200,0,0
S1280,100,0,0
S1281,300,0,1
S1282,100,0,0
S1283,0,0,0
S1284,100,0,0
S1285,100,0,0
S1286,100,0,0
S1287,300,0,0
S1288,100,0,0
S1289,100,0,1
S1290,200,0,0
S1291,0,0,0
S1292,300,0,0
S1293,300,0,1
S1294,100,0,1
S1295,300,0,0
S1296,0,0,0
S1297,300,0,1
S1298,0,0,0
S1299,300,0,0
S1300,200,0,1
S1301,100,0,1
S1302,200,0,0
S1303,0,0,0
S1304,200,0,0
S1305,100,0,0
S1306,100,0,0
S1307,100,0,1
S1308,100,0,0
S1309,300,0,1
S1310,0,0,0
S1311,200,0,0
S1312,0,0,0
S1313,100,0,0
S1314,100,0,0
S1315,100,0,1
S1316,300,0,0
S1317,200,0,0
S1318,300,1,0
S1319,200,0,0
S1320,300,0,1
S1321,300,0,0
S1322,200,0,0
S1323,100,0,1
S1324,100,0,1
S1325,300,0,0
S1326,200,0,1
S1327,100,0,0
S1328,0,0,0
S1329,0,0,0
S1330,300,0,1
S1331,200,0,1
S1332,0,0,0
S1333,0,0,0
S1334,300,0,0
S1335,200,0,0
S1336,300,0,1
S1337,200,1,0
S1338,300,0,1
S1339,0,0,0
S1340,0,0,0
S1341,200,0,1
S1342,0,0,0
S1343,200,0,1
S1344,0,0,0
S1345,0,0,0
S1346,300,0,0
S1347,200,0,0
S1348,0,0,0
S1349,100,0,0
S1350,300,1,0
S1351,100,0,0
S1352,0,0,0
S1353,100,0,0
S1354,300,0,0
S1355,0,0,0
S1356,0,0,0
S1357,300,0,0
S1358,100,0,0
S1359,300,0,0
S1360,200,0,0
S1361,300,0,0
S1362,300,0,0
S1363,200,0,0
S1364,200,0,0
S1365,0,0,0
S1366,200,0,1
S1367,100,0,1
S1368,100,0,0
S1369,0,0,0
S1370,300,0,0
S1371,100,0,0
S1372,200,0,0
S1373,100,0,0
S1374,300,0,0
S1375,200,1,0
S1376,300,0,0
S1377,200,0,0
S1378,200,0,0
S1379,200,0,0
S1380,200,0,0
S1381,200,0,0
S1382,0,0,0
S1383,200,0,0
S1384,300,0,1
S1385,200,1,0
S1386,0,0,0
S1387,300,0,0
S1388,100,0,1
S1389,200,0,0
S1390,0,0,0
S1391,300,0,0
S1392,100,0,1
S1393,100,0,1
S1394,300,0,0
S1395,200,0,0
S1396,0,0,0
S1397,200,0,0
S1398,300,0,0
S1399,100,0,1
S1400,0,0,0
S1401,300,0,0
S1402,200,0,0
S1403,300,0,0
S1404,200,0,0
S1405,200,0,0
S1406,100,1,0
S1407,0,0,0
S1408,300,0,0
S1409,100,1,1
S1410,300,0,0
S1411,100,0,0
S1412,100,0,0
S1413,100,0,1
S1414,200,0,0
S1415,0,0,0
S1416,200,0,1
S1417,0,0,0
S1418,300,0,0
S1419,200,0,1
S1420,100,0,0
S1421,100,0,0
S1422,100,1,0
S1423,100,0,1
S1424,0,0,0
S1425,100,0,0
S1426,300,0,0
S1427,200,0,0
S1428,300,0,0
S1429,100,0,0
S1430,300,0,1
S1431,200,0,1
S1432,200,0,0
S1433,0,0,0
S1434,300,0,0
S1435,100,0,0
S1436,300,0,0
S1437,200,0,0
S1438,100,0,0
S1439,0,0,0
S1440,0,0,0
S1441,200,0,0
S1442,200,0,0
S1443,100,0,0
S1444,200,0,0
S1445,100,0,1
S1446,200,0,0
S1447,100,0,1
S1448,200,0,1
S1449,200,0,1
S1450,300,0,0
S1451,0,0,0
S1452,300,0,0
S1453,0,0,0
S1454,100,0,1
S1455,0,0,0
S1456,100,1,0
S1457,100,0,0
S1458,0,0,0
S1459,0,0,0
S1460,300,0,1
S1461,300,1,0
S1462,0,0,0
S1463,200,0,0
S1464,200,0,1
S1465,0,0,0
S1466,300,0,0
S1467,0,0,0
S1468,100,0,0
S1469,300,0,1
S1470,300,0,0
S1471,300,0,1
S1472,0,0,0
S1473,300,0,0
S1474,0,0,0
S1475,100,0,1
S1476,0,0,0
S1477,100,1,0
S1478,0,0,0
S1479,200,0,0
S1480,300,0,0
S1481,200,0,0
S1482,100,0,0
S1483,100,1,1
S1484,300,0,0
S1485,200,0,0
S1486,200,0,0
S1487,200,0,1
S1488,100,0,0
S1489,0,0,0
S1490,0,0,0
S1491,0,0,0
S1492,0,0,0
S1493,100,0,0
S1494,100,0,0
S1495,100,0,1
